OID,COUNT,FOR_TEN,FOR_CATEGO,FOREST,STATE,FOR_BURNS,FOR_BURN_T
35811,10420,MUF,Commercial plantation,1,Vic,0,Forest not burnt
35812,325,MUF,Native forest,1,Vic,1,Unplanned burns only
35813,574,PRIV,Native forest,1,Vic,0,Forest not burnt
35815,27,OCL,Native forest,1,Vic,1,Unplanned burns only
35816,170,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
35817,1935,MUF,Native forest,1,Vic,1,Unplanned burns only
35818,117,OCL,Native forest,1,Vic,1,Planned burns only
35819,35,OCL,Native forest,1,Vic,1,Unplanned burns only
35820,3,OCL,Native forest,1,Vic,1,Unplanned burns only
35822,15,MUF,Native forest,1,Vic,0,Forest not burnt
35823,125,PRIV,Native forest,1,Vic,1,Planned burns only
35824,17,OCL,Other forest,1,Vic,1,Unplanned burns only
35825,20,PRIV,Native forest,1,Vic,1,Unplanned burns only
35827,9,PRIV,Native forest,1,Vic,1,Planned burns only
35828,2,PRIV,Native forest,1,Vic,1,Unplanned burns only
35830,11,NCR,Native forest,1,Vic,2,Planned burns only
35831,443,NCR,Native forest,1,Vic,0,Forest not burnt
35832,29,PRIV,Native forest,1,Vic,1,Unplanned burns only
35833,1,MUF,Native forest,1,Vic,1,Planned burns only
35837,193,NCR,Native forest,1,Vic,1,Unplanned burns only
35838,26,PRIV,Native forest,1,Vic,1,Unplanned burns only
35839,2, ,Non-forest,0,Vic,-9, 
35840,175,NCR,Native forest,1,Vic,0,Forest not burnt
35841,2330,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35842,44,PRIV,Native forest,1,Vic,1,Unplanned burns only
35843,583,MUF,Native forest,1,Vic,1,Planned burns only
35844,5,OCL,Native forest,1,Vic,0,Forest not burnt
35845,200870,MUF,Native forest,1,Vic,0,Forest not burnt
35846,117429,MUF,Native forest,1,Vic,0,Forest not burnt
35847,3,NCR,Native forest,1,Vic,0,Forest not burnt
35849,5,PRIV,Native forest,1,Vic,1,Unplanned burns only
35850,570,OCL,Native forest,1,Vic,0,Forest not burnt
35851,2618,MUF,Native forest,1,Vic,0,Forest not burnt
35852,86,MUF,Native forest,1,Vic,1,Unplanned burns only
35854,5,OCL,Native forest,1,Vic,2,Planned and Unplanned burns
35855,24,OCL,Native forest,1,Vic,1,Planned burns only
35856,1,PRIV,Native forest,1,Vic,0,Forest not burnt
35857,188,MUF,Native forest,1,Vic,1,Unplanned burns only
35858,1, ,Non-forest,0,Vic,-9, 
35859,967,MUF,Native forest,1,Vic,1,Planned burns only
35860,42,NCR,Native forest,1,Vic,1,Unplanned burns only
35861,1838,MUF,Native forest,1,Vic,1,Unplanned burns only
35862,3078,MUF,Native forest,1,Vic,1,Unplanned burns only
35863,536,MUF,Native forest,1,Vic,1,Unplanned burns only
35864,31,PRIV,Native forest,1,Vic,1,Unplanned burns only
35865,5,OCL,Native forest,1,Vic,1,Planned burns only
35866,15,MUF,Native forest,1,Vic,1,Unplanned burns only
35868,946,NCR,Native forest,1,Vic,1,Unplanned burns only
35869,66,NCR,Native forest,1,Vic,1,Unplanned burns only
35870,2,PRIV,Other forest,1,Vic,1,Planned burns only
35871,1, ,Non-forest,0,Vic,-9, 
35874,14530,MUF,Native forest,1,Vic,1,Unplanned burns only
35875,65,MUF,Native forest,1,Vic,2,Planned burns only
35877,15330,NCR,Native forest,1,Vic,0,Forest not burnt
35878,880,NCR,Native forest,1,Vic,0,Forest not burnt
35879,124,MUF,Native forest,1,Vic,2,Planned burns only
35880,141614,MUF,Native forest,1,Vic,1,Unplanned burns only
35881,4,NCR,Native forest,1,Vic,5,Planned burns only
35882,4, ,Non-forest,0,Vic,-9, 
35883,1, ,Non-forest,0,Vic,-9, 
35884,1,MUF,Native forest,1,Vic,0,Forest not burnt
35885,4,MUF,Native forest,1,Vic,0,Forest not burnt
35886,35,MUF,Native forest,1,Vic,2,Planned burns only
35887,873,MUF,Native forest,1,Vic,1,Planned burns only
35888,6,MUF,Native forest,1,Vic,0,Forest not burnt
35889,4,MUF,Native forest,1,Vic,2,Planned burns only
35890,24,NCR,Native forest,1,Vic,1,Unplanned burns only
35891,5,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
35892,146407,NCR,Native forest,1,Vic,0,Forest not burnt
35893,387,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35894,199,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35895,797,MUF,Native forest,1,Vic,1,Unplanned burns only
35896,36054,NCR,Native forest,1,Vic,0,Forest not burnt
35897,52163,MUF,Native forest,1,Vic,1,Unplanned burns only
35898,244,MUF,Native forest,1,Vic,2,Unplanned burns only
35899,99,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35900,4,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
35901,61,NCR,Native forest,1,Vic,2,Unplanned burns only
35902,32737,NCR,Native forest,1,Vic,1,Unplanned burns only
35903,2,NCR,Native forest,1,Vic,1,Planned burns only
35904,3,NCR,Native forest,1,Vic,2,Planned burns only
35905,1,PRIV,Native forest,1,Vic,2,Planned burns only
35906,85,NCR,Native forest,1,Vic,1,Planned burns only
35907,184,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35908,13,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35909,79,PRIV,Native forest,1,Vic,0,Forest not burnt
35910,406,MUF,Native forest,1,Vic,0,Forest not burnt
35911,7,PRIV,Native forest,1,Vic,1,Planned burns only
35912,91,NCR,Native forest,1,Vic,1,Planned burns only
35913,1653,PRIV,Native forest,1,Vic,0,Forest not burnt
35914,5,NCR,Native forest,1,Vic,1,Unplanned burns only
35915,11,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35916,71,OCL,Native forest,1,Vic,0,Forest not burnt
35917,7,MUF,Native forest,1,Vic,1,Planned burns only
35918,327,MUF,Native forest,1,Vic,2,Unplanned burns only
35919,93,MUF,Native forest,1,Vic,1,Planned burns only
35920,3,PRIV,Native forest,1,Vic,1,Planned burns only
35922,3656,MUF,Native forest,1,Vic,0,Forest not burnt
35923,5,MUF,Native forest,1,Vic,1,Planned burns only
35924,37,MUF,Native forest,1,Vic,2,Planned burns only
35925,3216,NCR,Native forest,1,Vic,0,Forest not burnt
35926,12,OCL,Native forest,1,Vic,1,Planned burns only
35927,1,OCL,Native forest,1,Vic,1,Planned burns only
35930,31,MUF,Native forest,1,Vic,0,Forest not burnt
35931,36,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
35935,23,MUF,Native forest,1,Vic,1,Planned burns only
35936,73,MUF,Native forest,1,Vic,1,Planned burns only
35937,3,OCL,Native forest,1,Vic,2,Planned and Unplanned burns
35938,3,MUF,Native forest,1,Vic,1,Unplanned burns only
35939,3,PRIV,Native forest,1,Vic,1,Unplanned burns only
35940,1,OCL,Native forest,1,Vic,1,Planned burns only
35941,1058,MUF,Native forest,1,Vic,0,Forest not burnt
35942,260,NCR,Native forest,1,Vic,0,Forest not burnt
35943,30,NCR,Native forest,1,Vic,1,Planned burns only
35944,1,OCL,Native forest,1,Vic,1,Unplanned burns only
35945,43,MUF,Native forest,1,Vic,0,Forest not burnt
35946,10,MUF,Other forest,1,Vic,0,Forest not burnt
35948,9,OCL,Other forest,1,Vic,1,Unplanned burns only
35950,4,PRIV,Native forest,1,Vic,1,Unplanned burns only
35951,6,OCL,Native forest,1,Vic,1,Planned burns only
35952,54,MUF,Native forest,1,Vic,1,Planned burns only
35953,1,MUF,Native forest,1,Vic,1,Planned burns only
35954,115,MUF,Native forest,1,Vic,1,Planned burns only
35955,4,MUF,Commercial plantation,1,Vic,1,Planned burns only
35956,1,MUF,Other forest,1,Vic,1,Planned burns only
35957,7,MUF,Other forest,1,Vic,1,Planned burns only
35958,299,MUF,Native forest,1,Vic,1,Planned burns only
35959,46,PRIV,Native forest,1,Vic,1,Unplanned burns only
35960,16,NCR,Native forest,1,Vic,2,Planned burns only
35961,5,MUF,Native forest,1,Vic,1,Planned burns only
35962,45, ,Non-forest,0,Vic,-9, 
35963,2014,NCR,Native forest,1,Vic,0,Forest not burnt
35964,16,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35965,2,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
35966,3521,OCL,Native forest,1,Vic,0,Forest not burnt
35967,63,OCL,Native forest,1,Vic,0,Forest not burnt
35968,39,MUF,Native forest,1,Vic,1,Unplanned burns only
35969,1,PRIV,Other forest,1,Vic,1,Planned burns only
35970,66,OCL,Native forest,1,Vic,0,Forest not burnt
35971,1,PRIV,Native forest,1,Vic,1,Planned burns only
35972,253,MUF,Native forest,1,Vic,1,Planned burns only
35974,1,MUF,Other forest,1,Vic,2,Planned and Unplanned burns
35975,1083,OCL,Native forest,1,Vic,0,Forest not burnt
35976,4,MUF,Native forest,1,Vic,1,Unplanned burns only
35977,4264,MUF,Native forest,1,Vic,1,Unplanned burns only
35978,20,OCL,Native forest,1,Vic,0,Forest not burnt
35979,471,NCR,Native forest,1,Vic,2,Planned burns only
35980,6,MUF,Native forest,1,Vic,2,Planned burns only
35981,82,NCR,Native forest,1,Vic,2,Planned burns only
35982,39,MUF,Native forest,1,Vic,0,Forest not burnt
35983,1134,MUF,Native forest,1,Vic,0,Forest not burnt
35984,133,MUF,Native forest,1,Vic,1,Planned burns only
35985,23,NCR,Native forest,1,Vic,2,Planned burns only
35986,30,OCL,Native forest,1,Vic,1,Unplanned burns only
35987,29,PRIV,Native forest,1,Vic,1,Unplanned burns only
35988,23,PRIV,Native forest,1,Vic,1,Planned burns only
35989,12987,MUF,Native forest,1,Vic,1,Unplanned burns only
35990,427,PRIV,Native forest,1,Vic,0,Forest not burnt
35991,1008,PRIV,Native forest,1,Vic,0,Forest not burnt
35992,3,PRIV,Native forest,1,Vic,2,Unplanned burns only
35995,1,OCL,Native forest,1,Vic,1,Planned burns only
35996,4,MUF,Native forest,1,Vic,2,Planned burns only
35997,342,MUF,Native forest,1,Vic,1,Planned burns only
35999,8,MUF,Native forest,1,Vic,2,Planned burns only
36000,58,MUF,Native forest,1,Vic,1,Planned burns only
36001,10,MUF,Native forest,1,Vic,1,Planned burns only
36002,116,NCR,Native forest,1,Vic,1,Unplanned burns only
36003,3,PRIV,Native forest,1,Vic,0,Forest not burnt
36004,18,MUF,Native forest,1,Vic,0,Forest not burnt
36005,34,NCR,Native forest,1,Vic,1,Planned burns only
36006,89,NCR,Native forest,1,Vic,1,Planned burns only
36007,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36008,33,OCL,Native forest,1,Vic,0,Forest not burnt
36009,141,OCL,Native forest,1,Vic,0,Forest not burnt
36011,1,PRIV,Native forest,1,Vic,2,Planned burns only
36012,5,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36014,2,OCL,Native forest,1,Vic,0,Forest not burnt
36015,1,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36016,3,PRIV,Native forest,1,Vic,0,Forest not burnt
36017,3,PRIV,Native forest,1,Vic,0,Forest not burnt
36020,12,NCR,Native forest,1,Vic,1,Planned burns only
36021,1,MUF,Native forest,1,Vic,3,Planned burns only
36022,1, ,Non-forest,0,Vic,-9, 
36023,1,NCR,Other forest,1,Vic,1,Planned burns only
36024,197,MUF,Native forest,1,Vic,1,Planned burns only
36027,89, ,Non-forest,0,Vic,-9, 
36029,1, ,Non-forest,0,Vic,-9, 
36030,1,NCR,Native forest,1,Vic,2,Unplanned burns only
36031,160,NCR,Native forest,1,Vic,2,Unplanned burns only
36032,130,NCR,Native forest,1,Vic,2,Unplanned burns only
36033,7,MUF,Native forest,1,Vic,1,Planned burns only
36034,2060,MUF,Native forest,1,Vic,2,Unplanned burns only
36035,1671,MUF,Native forest,1,Vic,2,Unplanned burns only
36036,940,MUF,Native forest,1,Vic,1,Unplanned burns only
36037,102,MUF,Native forest,1,Vic,1,Unplanned burns only
36038,41, ,Non-forest,0,Vic,-9, 
36039,59,MUF,Native forest,1,Vic,1,Planned burns only
36040,7,MUF,Native forest,1,Vic,1,Planned burns only
36041,8,NCR,Native forest,1,Vic,1,Planned burns only
36042,2,NCR,Native forest,1,Vic,1,Planned burns only
36043,21,MUF,Native forest,1,Vic,1,Planned burns only
36044,2,MUF,Native forest,1,Vic,1,Planned burns only
36045,3,MUF,Native forest,1,Vic,1,Planned burns only
36047,1,MUF,Other forest,1,Vic,1,Planned burns only
36048,1241,NCR,Native forest,1,Vic,0,Forest not burnt
36049,58,NCR,Native forest,1,Vic,1,Planned burns only
36050,11,NCR,Native forest,1,Vic,2,Unplanned burns only
36051,4,PRIV,Native forest,1,Vic,1,Planned burns only
36052,37,PRIV,Native forest,1,Vic,1,Planned burns only
36053,11,NCR,Native forest,1,Vic,1,Planned burns only
36054,3,OCL,Native forest,1,Vic,1,Planned burns only
36056,21,PRIV,Native forest,1,Vic,1,Unplanned burns only
36057,61,PRIV,Native forest,1,Vic,0,Forest not burnt
36058,6,NCR,Native forest,1,Vic,2,Planned burns only
36059,8,NCR,Native forest,1,Vic,2,Planned burns only
36060,35,NCR,Native forest,1,Vic,2,Planned burns only
36062,2,NCR,Native forest,1,Vic,1,Planned burns only
36063,1,OCL,Native forest,1,Vic,1,Planned burns only
36064,16,NCR,Native forest,1,Vic,1,Planned burns only
36065,40,NCR,Native forest,1,Vic,1,Planned burns only
36067,90,OCL,Native forest,1,Vic,1,Unplanned burns only
36068,1,OCL,Native forest,1,Vic,1,Unplanned burns only
36069,92,NCR,Native forest,1,Vic,1,Planned burns only
36070,4,NCR,Native forest,1,Vic,1,Planned burns only
36072,4254,PRIV,Native forest,1,Vic,1,Unplanned burns only
36073,11,NCR,Native forest,1,Vic,1,Planned burns only
36074,1,OCL,Other forest,1,Vic,1,Unplanned burns only
36075,412,PRIV,Native forest,1,Vic,1,Unplanned burns only
36076,40,PRIV,Native forest,1,Vic,1,Unplanned burns only
36077,87,NCR,Native forest,1,Vic,2,Planned burns only
36078,1,NCR,Native forest,1,Vic,2,Planned burns only
36079,4,NCR,Native forest,1,Vic,1,Planned burns only
36080,605,NCR,Native forest,1,Vic,1,Planned burns only
36081,59122,PRIV,Native forest,1,Vic,0,Forest not burnt
36082,1412,PRIV,Native forest,1,Vic,0,Forest not burnt
36083,479,MUF,Native forest,1,Vic,1,Planned burns only
36084,832,MUF,Native forest,1,Vic,1,Planned burns only
36085,138,OCL,Native forest,1,Vic,1,Unplanned burns only
36086,79,MUF,Native forest,1,Vic,1,Planned burns only
36087,7,MUF,Native forest,1,Vic,1,Planned burns only
36088,1334,MUF,Native forest,1,Vic,1,Planned burns only
36089,265,NCR,Native forest,1,Vic,3,Planned burns only
36090,54, ,Non-forest,0,Vic,-9, 
36091,895,MUF,Native forest,1,Vic,1,Planned burns only
36093,16,NCR,Native forest,1,Vic,2,Planned burns only
36094,5,NCR,Native forest,1,Vic,3,Planned burns only
36095,396,NCR,Native forest,1,Vic,3,Planned burns only
36096,62,NCR,Native forest,1,Vic,3,Planned burns only
36097,14,NCR,Native forest,1,Vic,2,Planned burns only
36098,2,NCR,Native forest,1,Vic,3,Planned burns only
36100,4,NCR,Native forest,1,Vic,3,Planned burns only
36101,40,NCR,Native forest,1,Vic,3,Planned burns only
36102,1,NCR,Native forest,1,Vic,2,Planned burns only
36103,10,PRIV,Native forest,1,Vic,0,Forest not burnt
36104,3,NCR,Native forest,1,Vic,0,Forest not burnt
36105,5,NCR,Native forest,1,Vic,2,Planned burns only
36106,8,NCR,Native forest,1,Vic,3,Planned burns only
36107,6,NCR,Native forest,1,Vic,3,Planned burns only
36108,1,PRIV,Native forest,1,Vic,1,Planned burns only
36109,2,NCR,Native forest,1,Vic,1,Planned burns only
36110,6,NCR,Native forest,1,Vic,3,Planned burns only
36111,66,MUF,Native forest,1,Vic,1,Planned burns only
36112,1,NCR,Native forest,1,Vic,3,Planned burns only
36113,159,NCR,Native forest,1,Vic,0,Forest not burnt
36114,84,NCR,Native forest,1,Vic,1,Planned burns only
36115,256,NCR,Native forest,1,Vic,2,Unplanned burns only
36116,1,NCR,Native forest,1,Vic,1,Planned burns only
36117,1560,NCR,Native forest,1,Vic,1,Unplanned burns only
36118,10,PRIV,Native forest,1,Vic,0,Forest not burnt
36119,6,PRIV,Native forest,1,Vic,1,Planned burns only
36120,42,NCR,Native forest,1,Vic,4,Planned and Unplanned burns
36121,2,PRIV,Native forest,1,Vic,0,Forest not burnt
36122,5,PRIV,Native forest,1,Vic,1,Planned burns only
36123,1,NCR,Native forest,1,Vic,2,Planned burns only
36124,13,OCL,Other forest,1,Vic,0,Forest not burnt
36125,7,NCR,Native forest,1,Vic,2,Planned burns only
36126,212,MUF,Native forest,1,Vic,2,Unplanned burns only
36127,4,NCR,Native forest,1,Vic,1,Unplanned burns only
36128,1392,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
36129,54,MUF,Native forest,1,Vic,1,Planned burns only
36130,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36131,3,MUF,Native forest,1,Vic,1,Planned burns only
36132,71,NCR,Native forest,1,Vic,2,Planned burns only
36133,7,NCR,Native forest,1,Vic,2,Planned burns only
36134,27,NCR,Native forest,1,Vic,2,Planned burns only
36135,3,PRIV,Native forest,1,Vic,2,Planned and Unplanned burns
36136,9,NCR,Native forest,1,Vic,3,Planned burns only
36137,1,PRIV,Native forest,1,Vic,2,Planned and Unplanned burns
36138,97,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36139,84,NCR,Native forest,1,Vic,2,Planned burns only
36140,10,MUF,Other forest,1,Vic,0,Forest not burnt
36142,1,NCR,Native forest,1,Vic,2,Planned burns only
36143,1,NCR,Native forest,1,Vic,2,Planned burns only
36144,6,OCL,Native forest,1,Vic,0,Forest not burnt
36146,3,OCL,Native forest,1,Vic,0,Forest not burnt
36147,61,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36148,11,PRIV,Other forest,1,Vic,1,Unplanned burns only
36149,618,MUF,Native forest,1,Vic,1,Planned burns only
36150,359,MUF,Native forest,1,Vic,1,Planned burns only
36151,15,PRIV,Other forest,1,Vic,0,Forest not burnt
36152,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36153,6,PRIV,Native forest,1,Vic,1,Planned burns only
36154,49,NCR,Native forest,1,Vic,1,Planned burns only
36155,18,MUF,Native forest,1,Vic,2,Planned burns only
36156,1701,NCR,Native forest,1,Vic,1,Planned burns only
36157,8,PRIV,Native forest,1,Vic,1,Planned burns only
36164,43,NCR,Native forest,1,Vic,1,Planned burns only
36165,7,NCR,Native forest,1,Vic,1,Planned burns only
36168,39,NCR,Native forest,1,Vic,1,Planned burns only
36170,126,OCL,Native forest,1,Vic,0,Forest not burnt
36171,455,PRIV,Native forest,1,Vic,1,Unplanned burns only
36173,15,MUF,Native forest,1,Vic,1,Planned burns only
36175,2634,NCR,Native forest,1,Vic,0,Forest not burnt
36176,10615,NCR,Native forest,1,Vic,1,Unplanned burns only
36177,4,PRIV,Native forest,1,Vic,1,Unplanned burns only
36178,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36179,84,NCR,Native forest,1,Vic,2,Unplanned burns only
36180,3,NCR,Native forest,1,Vic,1,Unplanned burns only
36181,132,NCR,Native forest,1,Vic,0,Forest not burnt
36182,289,MUF,Native forest,1,Vic,1,Planned burns only
36183,182,NCR,Native forest,1,Vic,2,Planned burns only
36184,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36185,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36186,449,NCR,Native forest,1,Vic,1,Planned burns only
36187,2299,NCR,Native forest,1,Vic,1,Unplanned burns only
36188,1,NCR,Native forest,1,Vic,2,Planned burns only
36190,141,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36193,237,NCR,Native forest,1,Vic,1,Unplanned burns only
36194,63,NCR,Native forest,1,Vic,2,Unplanned burns only
36195,732,NCR,Native forest,1,Vic,1,Unplanned burns only
36196,2942,NCR,Native forest,1,Vic,0,Forest not burnt
36197,11,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36198,124,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36199,9381,NCR,Native forest,1,Vic,0,Forest not burnt
36200,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36201,2,MUF,Native forest,1,Vic,2,Unplanned burns only
36202,642,NCR,Native forest,1,Vic,1,Unplanned burns only
36203,41,NCR,Native forest,1,Vic,2,Unplanned burns only
36204,7,OCL,Commercial plantation,1,Vic,0,Forest not burnt
36205,268,NCR,Native forest,1,Vic,2,Unplanned burns only
36206,10,NCR,Native forest,1,Vic,2,Unplanned burns only
36207,58,NCR,Native forest,1,Vic,1,Unplanned burns only
36208,2,NCR,Native forest,1,Vic,1,Unplanned burns only
36209,976,NCR,Native forest,1,Vic,1,Unplanned burns only
36210,83,NCR,Native forest,1,Vic,1,Unplanned burns only
36211,31,NCR,Native forest,1,Vic,1,Unplanned burns only
36212,11,PRIV,Native forest,1,Vic,1,Unplanned burns only
36213,2735,MUF,Native forest,1,Vic,1,Unplanned burns only
36214,52,NCR,Native forest,1,Vic,1,Planned burns only
36215,2,NCR,Native forest,1,Vic,1,Planned burns only
36216,46,NCR,Native forest,1,Vic,1,Unplanned burns only
36217,1,NCR,Native forest,1,Vic,2,Planned burns only
36218,153,MUF,Commercial plantation,1,Vic,0,Forest not burnt
36219,5,PRIV,Native forest,1,Vic,1,Unplanned burns only
36220,3,OCL,Native forest,1,Vic,1,Unplanned burns only
36221,6,MUF,Native forest,1,Vic,2,Planned burns only
36222,16,MUF,Native forest,1,Vic,2,Planned burns only
36223,2,OCL,Native forest,1,Vic,1,Planned burns only
36224,1486,NCR,Native forest,1,Vic,1,Unplanned burns only
36225,80, ,Non-forest,0,Vic,-9, 
36226,42,NCR,Native forest,1,Vic,1,Unplanned burns only
36229,2,PRIV,Native forest,1,Vic,1,Planned burns only
36230,10,NCR,Native forest,1,Vic,0,Forest not burnt
36231,11,MUF,Native forest,1,Vic,2,Unplanned burns only
36232,5907,MUF,Native forest,1,Vic,1,Unplanned burns only
36234,1,MUF,Commercial plantation,1,Vic,1,Planned burns only
36235,1,MUF,Other forest,1,Vic,1,Planned burns only
36236,60, ,Non-forest,0,Vic,-9, 
36237,53,NCR,Native forest,1,Vic,2,Planned burns only
36238,620,NCR,Native forest,1,Vic,0,Forest not burnt
36239,1,PRIV,Native forest,1,Vic,1,Unplanned burns only
36240,95,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36241,124,NCR,Native forest,1,Vic,0,Forest not burnt
36242,192, ,Non-forest,0,Vic,-9, 
36243,10, ,Non-forest,0,Vic,-9, 
36244,2482,MUF,Native forest,1,Vic,0,Forest not burnt
36245,119,MUF,Native forest,1,Vic,1,Unplanned burns only
36246,11,MUF,Native forest,1,Vic,2,Planned burns only
36247,10,MUF,Native forest,1,Vic,1,Unplanned burns only
36249,16,NCR,Native forest,1,Vic,1,Planned burns only
36250,2,NCR,Native forest,1,Vic,1,Planned burns only
36251,2,PRIV,Native forest,1,Vic,1,Unplanned burns only
36252,1,PRIV,Native forest,1,Vic,1,Planned burns only
36253,13,MUF,Native forest,1,Vic,1,Planned burns only
36254,6,NCR,Native forest,1,Vic,1,Planned burns only
36255,95,MUF,Native forest,1,Vic,0,Forest not burnt
36256,1352,NCR,Native forest,1,Vic,1,Unplanned burns only
36257,3,MUF,Native forest,1,Vic,1,Planned burns only
36258,6,MUF,Native forest,1,Vic,2,Planned burns only
36259,11,MUF,Native forest,1,Vic,2,Planned burns only
36260,2,NCR,Native forest,1,Vic,1,Planned burns only
36261,2,OCL,Native forest,1,Vic,2,Planned burns only
36262,4,NCR,Native forest,1,Vic,1,Unplanned burns only
36263,14,PRIV,Native forest,1,Vic,1,Planned burns only
36264,5,MUF,Commercial plantation,1,Vic,1,Planned burns only
36265,4,MUF,Native forest,1,Vic,2,Planned burns only
36266,8,MUF,Native forest,1,Vic,2,Planned burns only
36267,26,MUF,Native forest,1,Vic,1,Planned burns only
36268,110,MUF,Native forest,1,Vic,1,Unplanned burns only
36269,481,MUF,Native forest,1,Vic,0,Forest not burnt
36270,571,MUF,Native forest,1,Vic,1,Unplanned burns only
36271,2,MUF,Native forest,1,Vic,2,Planned burns only
36272,2,MUF,Native forest,1,Vic,1,Planned burns only
36273,1,MUF,Native forest,1,Vic,2,Planned burns only
36274,455,NCR,Native forest,1,Vic,1,Planned burns only
36275,9,MUF,Native forest,1,Vic,1,Unplanned burns only
36276,1,OCL,Native forest,1,Vic,0,Forest not burnt
36277,62,MUF,Native forest,1,Vic,1,Unplanned burns only
36278,129,NCR,Native forest,1,Vic,1,Planned burns only
36279,1,PRIV,Native forest,1,Vic,1,Planned burns only
36280,1,MUF,Native forest,1,Vic,1,Planned burns only
36281,21,NCR,Native forest,1,Vic,1,Unplanned burns only
36282,1,NCR,Other forest,1,Vic,1,Planned burns only
36283,4,NCR,Native forest,1,Vic,1,Planned burns only
36284,97,PRIV,Native forest,1,Vic,0,Forest not burnt
36286,1,OCL,Native forest,1,Vic,1,Planned burns only
36289,7044,NCR,Native forest,1,Vic,0,Forest not burnt
36290,2,NCR,Native forest,1,Vic,1,Planned burns only
36291,13,MUF,Native forest,1,Vic,1,Unplanned burns only
36292,1606,MUF,Native forest,1,Vic,0,Forest not burnt
36294,59,MUF,Native forest,1,Vic,1,Planned burns only
36295,7376,MUF,Native forest,1,Vic,0,Forest not burnt
36297,3,MUF,Native forest,1,Vic,1,Planned burns only
36298,1,PRIV,Native forest,1,Vic,1,Planned burns only
36299,2132,NCR,Native forest,1,Vic,1,Planned burns only
36300,30,NCR,Native forest,1,Vic,1,Planned burns only
36301,1,PRIV,Native forest,1,Vic,1,Planned burns only
36302,1,PRIV,Native forest,1,Vic,1,Planned burns only
36303,4,NCR,Native forest,1,Vic,1,Planned burns only
36304,491,NCR,Native forest,1,Vic,1,Unplanned burns only
36305,12,MUF,Native forest,1,Vic,1,Planned burns only
36306,1,MUF,Native forest,1,Vic,2,Planned burns only
36307,2443,PRIV,Commercial plantation,1,Vic,1,Unplanned burns only
36308,7,NCR,Native forest,1,Vic,1,Unplanned burns only
36309,2,MUF,Other forest,1,Vic,0,Forest not burnt
36310,7,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36311,243,MUF,Native forest,1,Vic,0,Forest not burnt
36312,78,NCR,Native forest,1,Vic,1,Planned burns only
36313,4,MUF,Native forest,1,Vic,1,Planned burns only
36314,22,PRIV,Other forest,1,Vic,1,Unplanned burns only
36315,44,PRIV,Native forest,1,Vic,1,Unplanned burns only
36316,8,MUF,Commercial plantation,1,Vic,1,Unplanned burns only
36318,3,NCR,Native forest,1,Vic,1,Unplanned burns only
36319,546,MUF,Native forest,1,Vic,1,Unplanned burns only
36320,86,MUF,Native forest,1,Vic,1,Unplanned burns only
36321,21,MUF,Native forest,1,Vic,1,Planned burns only
36322,1,NCR,Native forest,1,Vic,2,Planned and Unplanned burns
36323,580,NCR,Native forest,1,Vic,1,Unplanned burns only
36324,2,MUF,Other forest,1,Vic,1,Planned burns only
36325,8,NCR,Native forest,1,Vic,2,Unplanned burns only
36326,2,OCL,Native forest,1,Vic,0,Forest not burnt
36327,2,MUF,Native forest,1,Vic,2,Planned burns only
36328,227,MUF,Native forest,1,Vic,0,Forest not burnt
36329,148,MUF,Native forest,1,Vic,2,Planned and Unplanned burns
36330,65,NCR,Native forest,1,Vic,1,Unplanned burns only
36331,8,PRIV,Native forest,1,Vic,1,Unplanned burns only
36332,6,MUF,Native forest,1,Vic,2,Planned burns only
36333,199,MUF,Native forest,1,Vic,1,Unplanned burns only
36334,7,NCR,Native forest,1,Vic,2,Planned burns only
36335,4,MUF,Native forest,1,Vic,2,Planned burns only
